Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
546,980964,Royal Challengers Bangalore,Kolkata Knight Riders,02-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,5,1
547,980966,Gujarat Lions,Delhi Daredevils,03-05-16,2016,Saurashtra Cricket Association Stadium,Rajkot,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,RR Pant,8,1
548,980968,Kolkata Knight Riders,Kings XI Punjab,04-05-16,2016,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,field,runs,Result,AD Russell,7,1
549,980970,Delhi Daredevils,Rising Pune Supergiants,05-05-16,2016,Feroz Shah Kotla,Delhi,India,Rising Pune Supergiants,Rising Pune Supergiants,field,wickets,Result,AM Rahane,7,1
550,980972,Sunrisers Hyderabad,Gujarat Lions,06-05-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,B Kumar,5,1
551,980974,Royal Challengers Bangalore,Rising Pune Supergiants,07-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,7,1
552,980976,Kings XI Punjab,Delhi Daredevils,07-05-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,MP Stoinis,9,1
553,980978,Mumbai Indians,Sunrisers Hyderabad,08-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Mumbai Indians,Sunrisers Hyderabad,field,runs,Result,A Nehra,85,1
554,980980,Kolkata Knight Riders,Gujarat Lions,08-05-16,2016,Eden Gardens,Kolkata,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,P Kumar,5,1
555,980982,Kings XI Punjab,Royal Challengers Bangalore,09-05-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,SR Watson,1,1
556,980984,Rising Pune Supergiants,Sunrisers Hyderabad,10-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,A Zampa,4,1
557,980986,Royal Challengers Bangalore,Mumbai Indians,11-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,KH Pandya,6,1
558,980988,Sunrisers Hyderabad,Delhi Daredevils,12-05-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,CH Morris,7,1
559,980990,Mumbai Indians,Kings XI Punjab,13-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,MP Stoinis,7,1
560,980992,Royal Challengers Bangalore,Gujarat Lions,14-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Gujarat Lions,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,144,1
561,980994,Kolkata Knight Riders,Rising Pune Supergiants,14-05-16,2016,Eden Gardens,Kolkata,India,Rising Pune Supergiants,Kolkata Knight Riders,bat,wickets,Result,YK Pathan,8,1
562,980996,Kings XI Punjab,Sunrisers Hyderabad,15-05-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,bat,wickets,Result,HM Amla,7,1
563,980998,Mumbai Indians,Delhi Daredevils,15-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,KH Pandya,80,1
564,981000,Kolkata Knight Riders,Royal Challengers Bangalore,16-05-16,2016,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,9,1
565,981002,Rising Pune Supergiants,Delhi Daredevils,17-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Rising Pune Supergiants,Rising Pune Supergiants,field,runs,Result,AB Dinda,19,1
566,981004,Royal Challengers Bangalore,Kings XI Punjab,18-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,V Kohli,82,1
567,981006,Gujarat Lions,Kolkata Knight Riders,19-05-16,2016,Green Park,Kanpur,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,DR Smith,6,1
568,981008,Delhi Daredevils,Sunrisers Hyderabad,20-05-16,2016,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,KK Nair,6,1
569,981010,Rising Pune Supergiants,Kings XI Punjab,21-05-16,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Kings XI Punjab,Rising Pune Supergiants,bat,wickets,Result,MS Dhoni,4,1
570,981012,Gujarat Lions,Mumbai Indians,21-05-16,2016,Green Park,Kanpur,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,SK Raina,6,1
571,981014,Kolkata Knight Riders,Sunrisers Hyderabad,22-05-16,2016,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,field,runs,Result,YK Pathan,22,1
572,981016,Delhi Daredevils,Royal Challengers Bangalore,22-05-16,2016,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,6,1
573,981018,Gujarat Lions,Royal Challengers Bangalore,24-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,4,1
574,981020,Sunrisers Hyderabad,Kolkata Knight Riders,25-05-16,2016,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Sunrisers Hyderabad,field,runs,Result,MC Henriques,22,1
575,981022,Gujarat Lions,Sunrisers Hyderabad,27-05-16,2016,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,4,1
576,981024,Royal Challengers Bangalore,Sunrisers Hyderabad,29-05-16,2016,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,BCJ Cutting,8,1
577,1082591,Sunrisers Hyderabad,Royal Challengers Bangalore,05-04-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Royal Challengers Bangalore,Sunrisers Hyderabad,Field,runs,Result,Yuvraj Singh,35,1
578,1082592,Rising Pune Supergiants,Mumbai Indians,06-04-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiant,Rising Pune Supergiants,Field,wickets,Result,SPD Smith,7,1
579,1082593,Gujarat Lions,Kolkata Knight Riders,07-04-17,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,CA Lynn,10,1
580,1082594,Kings XI Punjab,Rising Pune Supergiants,08-04-17,2017,Holkar Cricket Stadium,Indore,India,Kings XI Punjab,Kings XI Punjab,Field,wickets,Result,GJ Maxwell,6,1
581,1082595,Royal Challengers Bangalore,Delhi Daredevils,08-04-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,runs,Result,KM Jadhav,15,1
582,1082596,Sunrisers Hyderabad,Gujarat Lions,09-04-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,wickets,Result,Rashid Khan,9,1
583,1082597,Mumbai Indians,Kolkata Knight Riders,09-04-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,N Rana,4,1
584,1082598,Kings XI Punjab,Royal Challengers Bangalore,10-04-17,2017,Holkar Cricket Stadium,Indore,India,Royal Challengers Bangalore,Kings XI Punjab,Bat,wickets,Result,AR Patel,8,1
585,1082599,Rising Pune Supergiants,Delhi Daredevils,11-04-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Delhi Daredevils,Field,runs,Result,SV Samson,97,1
586,1082600,Mumbai Indians,Sunrisers Hyderabad,12-04-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,JJ Bumrah,4,1
587,1082601,Kolkata Knight Riders,Kings XI Punjab,13-04-17,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,Narine,8,1
588,1082602,Royal Challengers Bangalore,Mumbai Indians,14-04-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,KA Pollard,4,1
589,1082603,Gujarat Lions,Rising Pune Supergiants,14-04-17,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,AJ Tye,7,1
590,1082604,Kolkata Knight Riders,Sunrisers Hyderabad,15-04-17,2017,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,Field,runs,Result,RV Uthappa,17,1
591,1082605,Delhi Daredevils,Kings XI Punjab,15-04-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Bat,runs,Result,CJ Anderson,51,1
592,1082606,Mumbai Indians,Gujarat Lions,16-04-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,N Rana,6,1
593,1082607,Royal Challengers Bangalore,Rising Pune Supergiants,16-04-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Rising Pune Supergiants,Field,runs,Result,BA Stokes,27,1
594,1082608,Delhi Daredevils,Kolkata Knight Riders,17-04-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,Bat,wickets,Result,NM Coulter-Nile,4,1
595,1082609,Sunrisers Hyderabad,Kings XI Punjab,17-04-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Kings XI Punjab,Sunrisers Hyderabad,Field,runs,Result,B Kumar,5,1
596,1082610,Gujarat Lions,Royal Challengers Bangalore,18-04-17,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Royal Challengers Bangalore,Field,runs,Result,CH Gayle,21,1
597,1082611,Sunrisers Hyderabad,Delhi Daredevils,19-04-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,runs,Result,KS Williamson,15,1
598,1082612,Kings XI Punjab,Mumbai Indians,20-04-17,2017,Holkar Cricket Stadium,Indore,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,JC Buttler,8,1
599,1082613,Kolkata Knight Riders,Gujarat Lions,21-04-17,2017,Eden Gardens,Kolkata,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,SK Raina,4,1
600,1082614,Mumbai Indians,Delhi Daredevils,22-04-17,2017,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,Field,runs,Result,MJ McClenaghan,14,1
601,1082615,Rising Pune Supergiants,Sunrisers Hyderabad,22-04-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,MS Dhoni,6,1
602,1082616,Gujarat Lions,Kings XI Punjab,23-04-17,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Kings XI Punjab,Field,runs,Result,HM Amla,26,1
603,1082617,Kolkata Knight Riders,Royal Challengers Bangalore,23-04-17,2017,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Kolkata Knight Riders,Field,runs,Result,NM Coulter-Nile,82,1
604,1082618,Mumbai Indians,Rising Pune Supergiants,24-04-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rising Pune Supergiants,Field,runs,Result,BA Stokes,3,1
605,1082619,Royal Challengers Bangalore,Sunrisers Hyderabad,25-04-17,2017,NULL,Bengaluru,India,NULL,abandoned,NA,NA,abandoned,NA,0,1
606,1082620,Rising Pune Supergiants,Kolkata Knight Riders,26-04-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,RV Uthappa,7,1
607,1082621,Royal Challengers Bangalore,Gujarat Lions,27-04-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,AJ Tye,7,1
608,1082622,Kolkata Knight Riders,Delhi Daredevils,28-04-17,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,G Gambhir,7,1
609,1082623,Kings XI Punjab,Sunrisers Hyderabad,28-04-17,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kings XI Punjab,Sunrisers Hyderabad,Field,runs,Result,Rashid Khan,26,1
610,1082624,Rising Pune Supergiants,Royal Challengers Bangalore,29-04-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Royal Challengers Bangalore,Rising Pune Supergiants,Field,runs,Result,LH Ferguson,61,1
611,1082625,Gujarat Lions,Mumbai Indians,29-04-17,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,tied,Bat,NULL,tied,KH Pandya,0,1
612,1082626,Kings XI Punjab,Delhi Daredevils,30-04-17,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kings XI Punjab,Kings XI Punjab,Field,wickets,Result,Sandeep Sharma,10,1
613,1082627,Sunrisers Hyderabad,Kolkata Knight Riders,30-04-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Kolkata Knight Riders,Sunrisers Hyderabad,Field,runs,Result,DA Warner,48,1
614,1082628,Mumbai Indians,Royal Challengers Bangalore,01-05-17,2017,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Mumbai Indians,Bat,wickets,Result,RG Sharma,5,1
615,1082629,Rising Pune Supergiants,Gujarat Lions,01-05-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,BA Stokes,5,1
616,1082630,Delhi Daredevils,Sunrisers Hyderabad,02-05-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,Mohammed Shami,6,1
617,1082631,Kolkata Knight Riders,Rising Pune Supergiants,03-05-17,2017,Eden Gardens,Kolkata,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,RA Tripathi,4,1
618,1082632,Delhi Daredevils,Gujarat Lions,04-05-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,RR Pant,7,1
619,1082633,Royal Challengers Bangalore,Kings XI Punjab,05-05-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Kings XI Punjab,Field,runs,Result,Sandeep Sharma,19,1
620,1082634,Sunrisers Hyderabad,Rising Pune Supergiants,06-05-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Rising Pune Supergiants,Field,runs,Result,JD Unadkat,12,1
621,1082635,Delhi Daredevils,Mumbai Indians,06-05-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,Field,runs,Result,LMP Simmons,146,1
622,1082636,Royal Challengers Bangalore,Kolkata Knight Riders,07-05-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,SP Narine,6,1
623,1082637,Kings XI Punjab,Gujarat Lions,07-05-17,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,DR Smith,6,1
624,1082638,Sunrisers Hyderabad,Mumbai Indians,08-05-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Mumbai Indians,Sunrisers Hyderabad,Bat,wickets,Result,S Dhawan,7,1
625,1082639,Kings XI Punjab,Kolkata Knight Riders,09-05-17,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kolkata Knight Riders,Kings XI Punjab,Field,runs,Result,MM Sharma,14,1
626,1082640,Gujarat Lions,Delhi Daredevils,10-05-17,2017,Green Park,Kanpur,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,SS Iyer,2,1
627,1082641,Mumbai Indians,Kings XI Punjab,11-05-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,Field,runs,Result,WP Saha,7,1
628,1082642,Delhi Daredevils,Rising Pune Supergiants,12-05-17,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Bat,runs,Result,KK Nair,7,1
629,1082643,Gujarat Lions,Sunrisers Hyderabad,13-05-17,2017,Green Park,Kanpur,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,wickets,Result,Mohammed Siraj,8,1
630,1082644,Kolkata Knight Riders,Mumbai Indians,13-05-17,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,Field,runs,Result,AT Rayudu,9,1
631,1082645,Rising Pune Supergiants,Kings XI Punjab,14-05-17,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,JD Unadkat,9,1
632,1082646,Delhi Daredevils,Royal Challengers Bangalore,14-05-17,2017,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,runs,Result,HV Patel,10,1
633,1082647,Mumbai Indians,Rising Pune Supergiants,16-05-17,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rising Pune Supergiants,Field,runs,Result,Wasington Sundar,20,1
634,1082648,Sunrisers Hyderabad,Kolkata Knight Riders,17-05-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,NM Coulter-Nile,7,1
635,1082649,Mumbai Indians,Kolkata Knight Riders,19-05-17,2017,M Chinnaswamy Stadium,Bengaluru,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,KV Sharma,6,1
636,1082650,Mumbai Indians,Rising Pune Supergiants,21-05-17,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Mumbai Indians,Mumbai Indians,Bat,run,Result,KH Pandya,1,1
0,335987,Royal Challengers Bangalore,Kolkata Knight Riders,18-04-08,2008,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,BB McCullum,140,1
1,335988,Kings XI Punjab,Chennai Super Kings,19-04-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,33,1
2,335989,Delhi Daredevils,Rajasthan Royals,19-04-08,2008,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Delhi Daredevils,bat,wickets,Result,MF Maharoof,9,1
3,335990,Mumbai Indians,Royal Challengers Bangalore,20-04-08,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,MV Boucher,5,1
4,335991,Kolkata Knight Riders,Deccan Chargers,20-04-08,2008,Eden Gardens,Kolkata,India,Deccan Chargers,Kolkata Knight Riders,bat,wickets,Result,DJ Hussey,5,1
5,335992,Rajasthan Royals,Kings XI Punjab,21-04-08,2008,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,bat,wickets,Result,SR Watson,6,1
6,335993,Deccan Chargers,Delhi Daredevils,22-04-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,V Sehwag,9,1
7,335994,Chennai Super Kings,Mumbai Indians,23-04-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Chennai Super Kings,field,runs,Result,ML Hayden,6,1
8,335995,Deccan Chargers,Rajasthan Royals,24-04-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,3,1
9,335996,Kings XI Punjab,Mumbai Indians,25-04-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,KC Sangakkara,66,1
10,335997,Royal Challengers Bangalore,Rajasthan Royals,26-04-08,2008,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,7,1
11,335998,Chennai Super Kings,Kolkata Knight Riders,26-04-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,JDP Oram,9,1
12,335999,Mumbai Indians,Deccan Chargers,27-04-08,2008,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,10,1
13,336000,Kings XI Punjab,Delhi Daredevils,27-04-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Kings XI Punjab,bat,wickets,Result,SM Katich,4,1
14,336001,Royal Challengers Bangalore,Chennai Super Kings,28-04-08,2008,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,13,1
15,336002,Kolkata Knight Riders,Mumbai Indians,29-04-08,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,ST Jayasuriya,7,1
16,336003,Delhi Daredevils,Royal Challengers Bangalore,30-04-08,2008,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Delhi Daredevils,field,runs,Result,GD McGrath,10,1
17,336004,Deccan Chargers,Kings XI Punjab,01-05-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,SE Marsh,7,1
18,336005,Rajasthan Royals,Kolkata Knight Riders,01-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SA Asnodkar,45,1
19,336006,Chennai Super Kings,Delhi Daredevils,02-05-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,V Sehwag,8,1
20,336007,Deccan Chargers,Royal Challengers Bangalore,25-05-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Royal Challengers Bangalore,bat,wickets,Result,R Vinay Kumar,5,1
21,336008,Kings XI Punjab,Kolkata Knight Riders,03-05-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,IK Pathan,9,1
22,336009,Mumbai Indians,Delhi Daredevils,04-05-08,2008,Dr DY Patil Sports Academy,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,SM Pollock,29,1
23,336010,Rajasthan Royals,Chennai Super Kings,04-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Chennai Super Kings,Rajasthan Royals,bat,wickets,Result,Sohail Tanvir,8,1
24,336011,Royal Challengers Bangalore,Kings XI Punjab,05-05-08,2008,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,S Sreesanth,6,1
25,336012,Chennai Super Kings,Deccan Chargers,06-05-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,7,1
26,336013,Mumbai Indians,Rajasthan Royals,07-05-08,2008,Dr DY Patil Sports Academy,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,A Nehra,7,1
27,336014,Delhi Daredevils,Chennai Super Kings,08-05-08,2008,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,4,1
28,336015,Kolkata Knight Riders,Royal Challengers Bangalore,08-05-08,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,5,1
29,336016,Rajasthan Royals,Deccan Chargers,09-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,8,1
30,336017,Royal Challengers Bangalore,Mumbai Indians,28-05-08,2008,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,CRD Fernando,9,1
31,336018,Chennai Super Kings,Kings XI Punjab,10-05-08,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kings XI Punjab,Chennai Super Kings,field,runs,Result,L Balaji,18,1
32,336019,Deccan Chargers,Kolkata Knight Riders,11-05-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,23,1
33,336020,Rajasthan Royals,Delhi Daredevils,11-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,3,1
34,336021,Kings XI Punjab,Royal Challengers Bangalore,12-05-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Kings XI Punjab,bat,wickets,Result,SE Marsh,9,1
35,336022,Kolkata Knight Riders,Delhi Daredevils,13-05-08,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,Shoaib Akhtar,23,1
36,336023,Mumbai Indians,Chennai Super Kings,14-05-08,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,ST Jayasuriya,9,1
37,336024,Kings XI Punjab,Rajasthan Royals,28-05-08,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,41,1
38,336025,Delhi Daredevils,Deccan Chargers,15-05-08,2008,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,field,runs,Result,A Mishra,12,1
39,336026,Mumbai Indians,Kolkata Knight Riders,16-05-08,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SM Pollock,8,1
40,336027,Delhi Daredevils,Kings XI Punjab,17-05-08,2008,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kings XI Punjab,bat,runs,Result,DPMD Jayawardene,6,1
41,336028,Rajasthan Royals,Royal Challengers Bangalore,17-05-08,2008,Sawai Mansingh Stadium,Jaipur,India,Royal Challengers Bangalore,Rajasthan Royals,field,runs,Result,GC Smith,65,1
42,336029,Deccan Chargers,Mumbai Indians,18-05-08,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Mumbai Indians,field,runs,Result,DJ Bravo,25,1
43,336030,Kolkata Knight Riders,Chennai Super Kings,18-05-08,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Chennai Super Kings,bat,runs,Result,M Ntini,3,1
